,Ask_rate,Accuracy,cnt_over_thres
870,55.38954108858058,91.7,519
871,41.19530416221985,81.11,386
872,26.680896478121664,87.72,250
873,46.4247598719317,91.4,435
874,26.894343649946638,87.67,252
875,53.04162219850587,91.96,497
876,49.946638207043755,93.78,468
877,52.61472785485592,92.08,493
878,52.828175026680896,94.06,495
879,38.31376734258271,90.65,359
880,54.4290288153682,92.92,510
881,57.6307363927428,90.98,540
882,56.88367129135539,93.11,533
883,25.933831376734258,87.11,243
884,39.80789754535753,90.72,373
885,61.15261472785485,93.66,573
886,20.490928495197437,86.67,192
887,57.84418356456777,92.2,542
888,24.973319103521877,11.33,234
889,55.81643543223052,92.22,523
890,58.27107790821771,92.97,546
891,61.47278548559232,92.69,576
892,50.48025613660619,92.13,473
893,46.31803628601921,91.79,434
894,58.69797225186766,92.85,550
895,55.70971184631804,91.3,522
896,45.250800426894344,90.1,424
897,25.82710779082177,56.99,242
898,47.91889007470651,91.05,449
899,27.534685165421557,89.73,258
900,48.87940234791889,92.94,458
901,53.255069370330844,92.33,499
902,31.483457844183565,83.96,295
903,28.70864461045891,89.47,269
904,55.069370330843114,91.78,516
905,59.871931696905015,92.17,561
906,30.416221985058698,89.52,285
907,54.215581643543224,93.15,508
908,31.376734258271078,89.47,294
909,58.057630736392746,93.41,544
910,53.255069370330844,92.35,499
911,58.057630736392746,93.02,544
912,30.202774813233724,90.38,283
913,51.867662753468515,92.15,486
914,45.46424759871932,90.38,426
915,57.950907150480255,91.37,543
916,48.025613660618994,91.75,450
917,35.965848452508006,74.2,337
918,56.029882604055494,93.27,525
919,22.73212379935966,88.67,213
920,58.3778014941302,92.89,547
921,30.096051227321237,88.39,282
922,57.20384204909285,91.97,536
923,58.16435432230523,92.61,545
924,56.35005336179296,93.66,528
925,54.215581643543224,93.22,508
926,26.78762006403415,88.33,251
927,63.180362860192105,93.08,592
928,38.740661686232656,90.96,363
929,48.025613660618994,91.6,450
930,57.097118463180365,93.13,535
931,49.30629669156884,93.11,462
932,41.30202774813234,91.92,387
933,56.136606189967985,92.56,526
934,31.376734258271078,88.35,294
935,36.71291355389541,85.99,344
936,29.562433297758805,10.08,277
937,35.53895410885806,90.31,333
938,41.942369263607254,90.41,393
939,48.132337246531485,93.9,451
940,56.24332977588047,92.33,527
941,47.91889007470651,90.95,449
942,54.749199573105656,93.29,513
943,27.42796157950907,76.09,257
944,45.03735325506937,89.52,422
945,53.46851654215582,91.4,501
946,65.74172892209178,92.74,616
947,27.85485592315902,86.75,261
948,26.78762006403415,89.74,251
949,31.27001067235859,85.24,293
950,58.48452508004269,92.23,548
951,53.46851654215582,92.21,501
952,35.64567769477055,90.29,334
953,43.2230522945571,91.24,405
954,46.31803628601921,93.23,434
955,63.50053361792956,92.93,595
956,61.15261472785485,92.16,573
957,31.803628601921023,88.31,298
958,51.12059765208111,93.32,479
959,38.52721451440768,88.75,361
960,52.828175026680896,92.07,495
961,56.45677694770544,92.12,529
962,34.79188900747065,88.6,326
963,48.025613660618994,92.46,450
964,34.15154749199573,88.98,320
965,42.15581643543223,89.99,395
966,27.42796157950907,83.17,257
967,52.828175026680896,92.12,495
968,34.68516542155817,90.3,325
969,55.81643543223052,92.14,523
970,52.61472785485592,91.93,493
971,46.85165421558165,90.8,439
972,39.27427961579509,90.42,368
973,34.47171824973319,82.86,323
974,50.69370330843116,89.28,475
975,41.942369263607254,92.53,393
976,57.84418356456777,92.52,542
977,37.780149413020276,91.22,354
978,56.136606189967985,92.68,526
979,54.32230522945571,93.3,509
980,56.136606189967985,92.76,526
981,37.353255069370334,57.94,350
982,50.16008537886873,92.8,470
983,51.33404482390608,93.58,481
984,54.96264674493063,92.01,515
985,53.89541088580577,93.47,505
986,54.96264674493063,93.48,515
987,31.483457844183565,90.27,295
988,30.843116328708646,89.21,289
989,25.18676627534685,88.92,236
990,57.6307363927428,92.53,540
991,55.70971184631804,92.01,522
992,30.94983991462113,68.82,290
993,53.788687299893276,92.08,504
994,53.5752401280683,93.33,502
995,45.5709711846318,92.66,427
996,44.61045891141942,90.95,418
997,36.60618996798292,90.39,343
998,44.50373532550694,92.19,417
999,17.502668089647813,34.7,164
