,Ask_rate,Accuracy,
774,22.7321238,80.8,3.554441315
775,50.37353255,92.7,1.840252119
776,29.45570971,91.39,3.102624275
777,28.8153682,87.11,3.02303963
778,51.33404482,91.8,1.788286902
779,45.14407684,90.77,2.010673522
780,50.05336179,91.84,1.834841791
781,27.10779082,91.8,3.386480315
782,54.00213447,91.29,1.690488735
783,52.50800427,90.07,1.71535752
784,56.45677695,93.06,1.648340643
785,57.20384205,92.33,1.614052425
786,41.19530416,92.3,2.240546632
787,55.2828175,93.28,1.687323552
788,40.66168623,90.1,2.215845144
789,34.89861259,77.51,2.221005199
790,37.03308431,90.66,2.448081268
791,51.76093917,92.3,1.783197938
792,56.56350053,92.83,1.64116434
793,50.26680896,94.22,1.874397877
794,49.51974386,90.4,1.825534483
795,38.74066169,90.9,2.346371901
796,54.64247599,93.61,1.713136133
797,53.14834578,91.78,1.726864659
798,49.73319104,92.84,1.866761373
799,50.69370331,91.4,1.802985263
800,48.34578442,90.18,1.865312583
801,42.26254002,91.15,2.156756313
802,18.89007471,77.44,4.099507345
803,62.75346852,90.57,1.443266837
804,54.32230523,91.62,1.6866
805,60.93916756,92.03,1.510194571
806,30.73639274,83.45,2.715022569
807,54.74919957,92.24,1.684773489
808,39.16755603,88.3,2.254416894
809,38.84738527,89.99,2.316500824
810,55.60298826,90.6,1.629408829
811,59.44503735,92.07,1.548825673
812,29.98932764,79.07,2.636604626
813,53.46851654,93.26,1.744203992
814,31.0565635,78.74,2.535373883
815,52.61472785,92.9,1.765665314
816,30.41622199,89.56,2.944481404
817,38.20704376,91.86,2.404268715
818,59.44503735,92.61,1.557909695
819,26.04055496,84.51,3.245322541
820,58.80469584,93.76,1.59443049
821,34.36499466,75.7,2.202822981
822,56.24332978,92.8,1.649973435
823,29.88260406,72.17,2.4151175
824,29.45570971,90.83,3.083612681
825,44.29028815,90.93,2.053046024
826,28.38847385,65.76,2.316433083
827,52.2945571,93.45,1.786992857
828,25.61366062,20.33,0.793717083
829,31.69690502,81.39,2.567758586
830,58.59124867,92.42,1.57736867
831,31.0565635,86.2,2.775580756
832,22.7321238,87.88,3.865894836
833,32.23052295,88.17,2.735605629
834,51.65421558,93.37,1.807596901
835,55.49626467,90.84,1.636866923
836,41.62219851,91.79,2.20531359
837,19.95731057,88.08,4.413420321
838,46.31803629,89.4,1.930133641
839,58.37780149,92.98,1.592728702
840,54.32230523,91.55,1.685311395
841,54.64247599,92.94,1.700874609
842,54.21558164,93.94,1.732712205
843,58.27107791,93.26,1.600450916
844,32.5506937,89.25,2.741877049
845,29.02881537,91.07,3.137227574
846,32.87086446,91.81,2.793050974
847,54.42902882,93.51,1.718017059
848,23.79935966,75.84,3.186640359
849,24.75987193,38.56,1.557358621
850,56.13660619,91.07,1.622292586
851,57.52401281,91.15,1.584555659
852,52.40128068,90.6,1.728965377
853,28.8153682,87.47,3.035532963
854,55.92315902,91.96,1.644399237
855,50.69370331,93.34,1.841254316
856,31.8036286,74.53,2.343443289
857,41.30202775,92.93,2.250010594
858,32.97758805,90.63,2.748230097
859,39.91462113,89.36,2.23877861
860,38.52721451,90.35,2.345095568
861,56.13660619,91.94,1.637790494
862,57.09711846,93.12,1.630905421
863,29.77588047,89.92,3.019893907
864,45.99786553,93.27,2.027702784
865,51.33404482,92.44,1.800754262
866,50.48025614,91.98,1.82209852
867,38.52721451,90.96,2.360928532
868,59.33831377,90.43,1.523973201
869,52.50800427,92.22,1.756303659
870,55.38954109,91.7,1.655547206
871,41.19530416,81.11,1.968913731
872,26.68089648,87.72,3.2877456
873,46.42475987,91.4,1.968777011
874,26.89434365,87.67,3.259793254
875,53.0416222,91.96,1.733732797
876,49.94663821,93.78,1.877603846
877,52.61472785,92.08,1.750080325
878,52.82817503,94.06,1.780489293
879,38.31376734,90.65,2.365990251
880,54.42902882,92.92,1.707177255
881,57.63073639,90.98,1.578671481
882,56.88367129,93.11,1.636849343
883,25.93383138,87.11,3.358932922
884,39.80789755,90.72,2.278944772
885,61.15261473,93.66,1.53157801
886,20.4909285,86.67,4.229676563
887,57.84418356,92.2,1.593937269
888,24.9733191,11.33,0.453684188
889,55.81643543,92.22,1.65220153
890,58.27107791,92.97,1.595474176
891,61.47278549,92.69,1.507821701
892,50.48025614,92.13,1.825069979
893,46.31803629,91.79,1.98173341
894,58.69797225,92.85,1.581826364
895,55.70971185,91.3,1.63885249
896,45.25080043,90.1,1.991125
897,25.82710779,56.99,2.206596281
898,47.91889007,91.05,1.900085746
899,27.53468517,89.73,3.258798837
900,48.87940235,92.94,1.90141441
901,53.25506937,92.33,1.733731663
902,31.48345784,83.96,2.666797288
903,28.70864461,89.47,3.1164829
904,55.06937033,91.78,1.666625194
905,59.8719317,92.17,1.539452585
906,30.41622199,89.52,2.943166316
907,54.21558164,93.15,1.718140748
908,31.37673426,89.47,2.85147585
909,58.05763074,93.41,1.608918566
910,53.25506937,92.35,1.734107214
911,58.05763074,93.02,1.602201103
912,30.20277481,90.38,2.992440283
913,51.86766275,92.15,1.776636831
914,45.4642476,90.38,1.987935681
915,57.95090715,91.37,1.576679374
916,48.02561366,91.75,1.910438889
917,35.96584845,74.2,2.063068249
918,56.0298826,93.27,1.664647429
919,22.7321238,88.67,3.900647418
920,58.37780149,92.89,1.59118702
921,30.09605123,88.39,2.936930142
922,57.20384205,91.97,1.607759142
923,58.16435432,92.61,1.592212294
924,56.35005336,93.66,1.662110227
925,54.21558164,93.22,1.71943189
926,26.78762006,88.33,3.297418725
927,63.18036286,93.08,1.473242568
928,38.74066169,90.96,2.347920661
929,48.02561366,91.6,1.907315556
930,57.09711846,93.13,1.631080561
931,49.30629669,93.11,1.888399784
932,41.30202775,91.92,2.225556589
933,56.13660619,92.56,1.648834981
934,31.37673426,88.35,2.815780612
935,36.71291355,85.99,2.342227616
936,29.5624333,10.08,0.340973285
937,35.53895411,90.31,2.541155255
938,41.94236926,90.41,2.155576845
939,48.13233725,93.9,1.950871397
940,56.24332978,92.33,1.641616888
941,47.91889007,90.95,1.897998886
942,54.74919957,93.29,1.703951852
943,27.42796158,76.09,2.774176265
944,45.03735326,89.52,1.987683412
945,53.46851654,91.4,1.709417166
946,65.74172892,92.74,1.410671753
947,27.85485592,86.75,3.114358238
948,26.78762006,89.74,3.35005498
949,31.27001067,85.24,2.725934471
950,58.48452508,92.23,1.576998358
951,53.46851654,92.21,1.724566267
952,35.64567769,90.29,2.532985928
953,43.22305229,91.24,2.110910617
954,46.31803629,93.23,2.012822811
955,63.50053362,92.93,1.463452269
956,61.15261473,92.16,1.507049215
957,31.8036286,88.31,2.776727181
958,51.12059765,93.32,1.825487265
959,38.52721451,88.75,2.303566482
960,52.82817503,92.07,1.74282
961,56.45677695,92.12,1.631690737
962,34.79188901,88.6,2.546570552
963,48.02561366,92.46,1.925222667
964,34.15154749,88.98,2.605445625
965,42.15581644,89.99,2.134699494
966,27.42796158,83.17,3.032307004
967,52.82817503,92.12,1.743766465
968,34.68516542,90.3,2.603418462
969,55.81643543,92.14,1.65076826
970,52.61472785,91.93,1.747229412
971,46.85165422,90.8,1.938031891
972,39.27427962,90.42,2.302270109
973,34.47171825,82.86,2.403709598
974,50.69370331,89.28,1.761165474
975,41.94236926,92.53,2.206122392
976,57.84418356,92.52,1.599469373
977,37.78014941,91.22,2.41449548
978,56.13660619,92.68,1.650972624
979,54.32230523,93.3,1.717526523
980,56.13660619,92.76,1.652397719
981,37.35325507,57.94,1.551136571
982,50.16008538,92.8,1.850076596
983,51.33404482,93.58,1.822961746
984,54.96264674,92.01,1.674046019
985,53.89541089,93.47,1.73428495
986,54.96264674,93.48,1.700791456
987,31.48345784,90.27,2.86722
988,30.84311633,89.21,2.892379585
989,25.18676628,88.92,3.530425424
990,57.63073639,92.53,1.605566852
991,55.70971185,92.01,1.651597126
992,30.94983991,68.82,2.223597931
993,53.7886873,92.08,1.711884127
994,53.57524013,93.33,1.742036056
995,45.57097118,92.66,2.033311944
996,44.61045891,90.95,2.038759569
997,36.60618997,90.39,2.469254519
998,44.50373533,92.19,2.071511511
999,17.50266809,34.7,1.982554878
max,127,23,636
min,999,601,936
